Username,Review,Media,Rating,Date
N***r,"wanginya cocok, packaging mantap",,5,6 bulan lalu
H***a,"sedih di-discontinue, aku suka bgt sunset in sumba :(",,5,Lebih dari 1 tahun lalu
Zaldi,Suka banget sama Sunset of Sumba. Sampe langsung beli 2 botol. â¤ï¸,,5,Lebih dari 1 tahun lalu
D***l,wanginya oke banget buat suasana sore hari menuju ke malam,,5,Lebih dari 1 tahun lalu
N***g,The smell is different and really nice,,5,Lebih dari 1 tahun lalu
Noviardi,wewwww wanginyaa maskulinn machooooooooo cuyyyyy,https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,Lebih dari 1 tahun lalu
D***o,Kena keringet makin mantep wanginya,,5,Lebih dari 1 tahun lalu
Ali,Pesanan sudah diterima n sampai dengan aman,https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,8 bulan lalu
E***a,ini gokil banget sihhh.. aromanya bikin candu !!!,,5,Lebih dari 1 tahun lalu
Rachman,Best bgt wanginya. Produk lokal best,,5,4 bulan lalu
Chandra,"wanginya nenangin banget, enak ğŸ¥°",,5,10 bulan lalu
R***S,"ARA ARA ARAAAAAA MANTAP, ORIGINAL",,5,3 bulan lalu
reza,wangi nya kreeen,https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,Lebih dari 1 tahun lalu
L***a,Wangi terbaik yang pernah dibuat parfum lokal.,,5,Lebih dari 1 tahun lalu
Bima,Project Sumba 2.0,https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,9 bulan lalu
C***n,Sesuai pesanan. Wanginya enak ğŸ‘ğŸ¼,,5,Lebih dari 1 tahun lalu
Hermawan,"Wanginya awet, ğŸ‘ğŸ¼ kualitas",,5,Lebih dari 1 tahun lalu
Rudi,"Wanginya Calm, enak. Sesuai selera saya",,5,Lebih dari 1 tahun lalu
T***s,"Pengiriman cepat, Suka sama wanginya",,5,4 bulan lalu
F***i,wanginya hangat cowok banget,https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,9 bulan lalu
Andika,Mantap sih ini beneran,https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,Lebih dari 1 tahun lalu
F***y,Mantap wanginnya sukaaaaa,https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,Lebih dari 1 tahun lalu
faruq,Best. Oke wanginya,https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,Lebih dari 1 tahun lalu
R***l,"Sesuai ekspektasi, next pengen cobain yg ubud :D",,5,Lebih dari 1 tahun lalu
S***d,Lovely scent,"https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg, https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg",5,Lebih dari 1 tahun lalu
Ignatius,wanginya enak benerrrr,https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,Lebih dari 1 tahun lalu
Muhammad,mantab wanginya.. bukan wangi pasaran..,,5,2 bulan lalu
Ryuzaki,Cakep,https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,10 bulan lalu
R***i,mantep wangi nya. rekomended banget,,5,1 bulan lalu
YSD,"sesuai iklan , bau nya enakss",,5,Lebih dari 1 tahun lalu
Markohan,Love the smell!!!,https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,Lebih dari 1 tahun lalu
Dwi,2 kali beli parfum ini ga pernah mengecewakan,,5,2 bulan lalu
N***a,"keren bgt packagingnyaa suka, belom coba baunya soalnya buat kado",,5,Lebih dari 1 tahun lalu
A***r,Pelayanan cepat dan baik,,5,Lebih dari 1 tahun lalu
Niken,wanginya maskulin segerğŸ‘,https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,Lebih dari 1 tahun lalu
A***a,"Blind buy, semoga cocok.",https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,9 bulan lalu
Kenny,Best ğŸ‘,https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,10 bulan lalu
h***i,"mantap, wanginya enak banget",,5,Lebih dari 1 tahun lalu
N***l,Suka banget wanginya kaaa,https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,Lebih dari 1 tahun lalu
f***i,kelasss,https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,Lebih dari 1 tahun lalu
t***o,Selalu jadi yang terbaik,https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,Lebih dari 1 tahun lalu
Galih,kualitas bagus,,5,Lebih dari 1 tahun lalu
Anggit,wangi nya oke packing aman,,5,6 bulan lalu
E***k,"cocok aromanya, laki nya pas",,5,1 bulan lalu
Rizal,Super rekomen!!,https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,Lebih dari 1 tahun lalu
K***n,"Wanginya enak, sesuai harga",,5,4 bulan lalu
Rizki,Barang diterima baik,https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,2 minggu lalu
H***n,ok,"https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg, https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg",5,Lebih dari 1 tahun lalu
Valerian,"Fresh wanginya, rasanya seger",,5,9 bulan lalu
Y***a,Wanginya sukak!,https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,Lebih dari 1 tahun lalu
T***h,disukai oleh orang yang ku suka,,5,10 bulan lalu
M,Pembelian ke sekian,https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,6 bulan lalu
Adi,wangi gan ğŸ‘,https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,Lebih dari 1 tahun lalu
I***l,Bagus wanginya enak bangetttt,,5,Lebih dari 1 tahun lalu
Fuad,baru coba,https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,Lebih dari 1 tahun lalu
Gie,Suka,https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,9 bulan lalu
S***o,Nice,https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,8 bulan lalu
Aulia,Bagus barang cepat sampai,,5,9 bulan lalu
Hanggono,Suka aromanya,https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,Lebih dari 1 tahun lalu
Awo,Mantep betol,https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,Lebih dari 1 tahun lalu
Cahyo,parfum lokal terbaik yg pernah sy coba,,5,Lebih dari 1 tahun lalu
Farhan,spl nya kurang,,4,2 bulan lalu
Aryo,cocok sekali,,5,Lebih dari 1 tahun lalu
M***d,"josss, next varian lain.",https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,7 bulan lalu
F***i,mantab,https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,Lebih dari 1 tahun lalu
Hanif,,https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,1 bulan lalu
Wawan,,https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,2 bulan lalu
agil,,https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,5 bulan lalu
maurierry,,https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,10 bulan lalu
R***n,,https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,Lebih dari 1 tahun lalu
a***f,,https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,Lebih dari 1 tahun lalu
Moch,,https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,Lebih dari 1 tahun lalu
Andreas,,https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,Lebih dari 1 tahun lalu
K***n,,https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,Lebih dari 1 tahun lalu
Y***s,Wanginya laki banget gua suka,,5,1 minggu lalu
E***a,superb. wanginya cocok,,5,3 minggu lalu
J***e,Belum di coba tapi semoga yg dikasih nanti suka,,5,7 bulan lalu
A***n,dabest blind buy ever,,5,2 minggu lalu
Andriansyah,Mantap banget wangi nya,,5,7 bulan lalu
Rahman,Wanginya kurang lamaaa,,4,Lebih dari 1 tahun lalu
D***s,ğŸ‘,https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,9 bulan lalu
Hidayat,wanginya enak,,5,4 bulan lalu
N***m,Semoga suka blm di coba,https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,Lebih dari 1 tahun lalu
M,Selalu indah wangi nya,,5,Lebih dari 1 tahun lalu
B***n,Packagingnya terniat,,5,7 bulan lalu
Kezia,sukaaa banget wanginya.mantap,,5,Lebih dari 1 tahun lalu
Azzam,"Warm scent, robust longevity",,5,Lebih dari 1 tahun lalu
F***n,Mantap banget parfumnya!,,5,3 minggu lalu
M***d,ga nyesel,,5,Lebih dari 1 tahun lalu
Rizky,MantaaaaaaaPppppppp,https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,10 bulan lalu
Santi,suami ku suka dgn wangi nya,,5,9 bulan lalu
D***y,Love,,5,Lebih dari 1 tahun lalu
R***y,suka bgt sama wanginya!,,5,Lebih dari 1 tahun lalu
B***g,wanginya mantap,,5,Lebih dari 1 tahun lalu
A***o,wangi,,5,10 bulan lalu
Susanto,expecting,,5,9 bulan lalu
A***n,wanginya mantap!,,5,Lebih dari 1 tahun lalu
Hendy,mantap,,5,10 bulan lalu
F***a,project 1945 alwaysğŸ”›ğŸ”,,5,1 bulan lalu
Irfan,Mantap wangi parfumnya.....,,5,9 bulan lalu
I***n,mantappp,,5,Lebih dari 1 tahun lalu
V***o,suka aromanya,,5,Lebih dari 1 tahun lalu
Skye,mantaps,,5,7 bulan lalu
M***d,suka bgt,,5,Lebih dari 1 tahun lalu
M***d,mantabzz,,5,Lebih dari 1 tahun lalu
Daniel,mantab,,5,4 bulan lalu
X***z,ntapss,,5,4 bulan lalu
rayhan,mantapppp,,5,Lebih dari 1 tahun lalu
Fakhry,Wanginya mantapp,,5,Lebih dari 1 tahun lalu
Andreas,Yg di nanti2kan ğŸ˜ğŸ˜,,5,Lebih dari 1 tahun lalu
G***o,TOP !,,5,Lebih dari 1 tahun lalu
a***n,jos buat yang ini,,5,Lebih dari 1 tahun lalu
Farhan,mntp,,5,Lebih dari 1 tahun lalu
D***s,ğŸ‘,,5,Lebih dari 1 tahun lalu
Farhan,ğŸ‘ğŸ¼,,5,Lebih dari 1 tahun lalu
Axel,ğŸ¤ŸğŸ¤Ÿ,,5,Lebih dari 1 tahun lalu
M***d,ğŸ˜ğŸ˜ğŸ˜,,5,6 bulan lalu
Fajar,"Semua enak! Sunset in sumba ini wanginya elegant, menurut saya cocok untuk formal maupun semi formal. Packaging boxnya cakep banget cocok buat jadi gift.",https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,Lebih dari 1 tahun lalu
M***e,"Baunya harum, packagingnya perfect.",,5,Lebih dari 1 tahun lalu
Samuel,,"https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg, https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg, https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg",5,Lebih dari 1 tahun lalu
Rizka,"Wanginya cukup, projectionnya bagus sekitar 1 jam awal. longevity di badan saya cuma sampai 4 jam",,5,Lebih dari 1 tahun lalu
Hengki,Above expectations ğŸ”¥ Wanginya kelas dunia dari Indonesia.   Packaging aman dan rapi.  Sangat cepat pelayanan.   G sabar tunggu Bamboe Roencing ready.,"https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg, https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg",5,Lebih dari 1 tahun lalu
Ilham,KEREN PARAH,,5,Lebih dari 1 tahun lalu
E***i,ğŸ‘ğŸ‘ğŸ‘ğŸ‘ğŸ‘,,5,Lebih dari 1 tahun lalu
Vincent,"Barang bagus, pengiriman cepat, dan wangi ckup ok dan nice",https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,Lebih dari 1 tahun lalu
N***a,"Terpesona dengan kardus parfumnya, sangat Sumba dan Indonesia banget. Cobain aromanya, wawwwwww enak banget. Aroma yang cocok di saya, cocok untuk cowok. Dapet free 5 ml...","https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg, https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg, https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg",5,Lebih dari 1 tahun lalu
m,"parah sih ini jeren banget woiiii, local pride","https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg, https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg, https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg",5,Lebih dari 1 tahun lalu
Ilham,KEREN PARAH,,5,Lebih dari 1 tahun lalu
Hengki,Above expectations ğŸ”¥ Wanginya kelas dunia dari Indonesia.   Packaging aman dan rapi.  Sangat cepat pelayanan.   G sabar tunggu Bamboe Roencing ready.,"https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg, https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg",5,Lebih dari 1 tahun lalu
B***s,Enak si baunya tp mungkin karna tipenya parfume ya bukan edt jd harus agak banyak gt biar wanginya tahan lama hehe So far so goodd mantabbb ğŸ™ŒğŸ¼,,5,Lebih dari 1 tahun lalu
M***l,ğŸ‘ŒğŸ‘Œ,,5,Lebih dari 1 tahun lalu
jack,"Packing rapih, parfum mantep,",,5,Lebih dari 1 tahun lalu
M***a,packaging cakep bgt. bener2 cocok jadi gift,https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,Lebih dari 1 tahun lalu
Samuel,,"https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg, https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg, https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg",5,Lebih dari 1 tahun lalu
Muhammad,"Suka wanginya, mantaapppp",,5,Lebih dari 1 tahun lalu
Kartono,wanginya enak bgt dan tahan lama ğŸ‘ŒğŸ»,"https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg, https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg",5,Lebih dari 1 tahun lalu
Ardiansyah,enak wanginya mantappp,,5,Lebih dari 1 tahun lalu
Sardolian,"Parfum Indonesia yang boljug. Sumba aroma rempahnya berasa, gak nyengat, soft, tapi harumnya pas dipake cowo. Kemasan bagus! Semogaproduk Indo makin maju.",,5,Lebih dari 1 tahun lalu
Victor,Wanginya enak,,5,Lebih dari 1 tahun lalu
m***g,Recomend pokoknya ğŸ‘ğŸ‘,https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,Lebih dari 1 tahun lalu
Banyu,terbaikk parfumnya,https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,Lebih dari 1 tahun lalu
F***y,Perfect!!,,5,Lebih dari 1 tahun lalu
v***o,telah sampai,,5,Lebih dari 1 tahun lalu
J***y,makasih ğŸ™ğŸ™,https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,Lebih dari 1 tahun lalu
Aldo,"packaging top notch bgt ketagihan abis beli vial sample kit nyaa, langsung beli yg gede deh.",https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,Lebih dari 1 tahun lalu
Aji,Love it,,5,Lebih dari 1 tahun lalu
m***a,"barang sampai dengan selamat, tapi sayang sekali sticker di botolnya miring, mungkin di sebagian orang nggapapa karena tapi di aku ganggu banget:( tapi ngga lama di chat...",https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,Lebih dari 1 tahun lalu
Ian,"packaging dan conceptnya keren dan rapih .. cumaa kalau baunya pribadi sih berasa familiar, gak berasa baru... sama ketahanan wanginya cuma sebentar.. pendapat pribadi ya...",,5,Lebih dari 1 tahun lalu
I***m,"Dipake di malam hari ok banget sih, rekan kerja pada bilang parfumnya enak. Boleh request perfume gourmand gasihh buat kalian? yg manis gituu tonka amber patchouli. maybe...",,5,Lebih dari 1 tahun lalu
Nico,"pengiriman cepat, wangin nya enak bgtğŸ‘",https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,Lebih dari 1 tahun lalu
Oscar,"cakep banget packaging nya ğŸ˜­ mood booster banget setelah buka paket ngeliat packaging n parfum ny bagus,, wangi nya sesuai yang di harapkan â¤ï¸",https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,Lebih dari 1 tahun lalu
tegar,"nice pefume, so good job my broo",,5,Lebih dari 1 tahun lalu
Muhammad,"Another perfection item. Suka yg Sumba ini juga, drydownnya warm! Terus wangi dari vial Bamboe Roencing nya ternyata yang termantep projectionnya. Komposisi wanginya kaya...",,5,Lebih dari 1 tahun lalu
Rizka,"Wanginya cukup, projectionnya bagus sekitar 1 jam awal. longevity di badan saya cuma sampai 4 jam",,5,Lebih dari 1 tahun lalu
I***a,"Wangi nya enak banget, pengiriman cepat & rapi! Barang sampai dengan selamat! Dikasih bonus lagi! Puas bangett belanja disini! ThankyouğŸ’—ğŸ’—ğŸ’—",https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,Lebih dari 1 tahun lalu
Ian,"packaging dan conceptnya keren dan rapih .. cumaa kalau baunya pribadi sih berasa familiar, gak berasa baru... sama ketahanan wanginya cuma sebentar.. pendapat pribadi ya...",,5,Lebih dari 1 tahun lalu
Widodo,Keren banget dah produk nya. dari packaging nya bagus dan aman.  dapet bonusan juga dari project 1945. terimakasih om.  aroma masih belum dicoba ğŸ’¯ğŸ’¯,https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,Lebih dari 1 tahun lalu
tegar,"nice pefume, so good job my broo",,5,Lebih dari 1 tahun lalu
Nico,"pengiriman cepat, wangin nya enak bgtğŸ‘",https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,Lebih dari 1 tahun lalu
Muhammad,"Varian yang menang di antara dua pilihan lainnya. Next time bakal bungkus varian The Great Batavia. makasih juga utk potongan harganya lagi, mantap lah. Jdi ngepride gini...",https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,Lebih dari 1 tahun lalu
Oscar,"cakep banget packaging nya ğŸ˜­ mood booster banget setelah buka paket ngeliat packaging n parfum ny bagus,, wangi nya sesuai yang di harapkan â¤ï¸",https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,Lebih dari 1 tahun lalu
P***A,Saya suka ğŸ‘ğŸ»,,5,Lebih dari 1 tahun lalu
DimasAT,"barang sesuai, pengiriman cepat",,5,Lebih dari 1 tahun lalu
D***n,One of a kind! Local pride,https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,Lebih dari 1 tahun lalu
O***y,"Produk sesuai deskripsi, tiba dgn aman, kemasan keren n mewah, suka bgt sm desainnya.. Sbg org NTT sy bangga bgt ada produk ini, aroma enak n tdk menyengat, mgkn sy akan...","https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg, https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg, https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg",5,Lebih dari 1 tahun lalu
I***n,.,,5,Lebih dari 1 tahun lalu
zie,ini sih parfum lokal keren abis dari segi harga yang bersaing dan kwalitasnya gk diragukan..  recommed banget bagi kalian yang suka aroma spicy..,"https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg, https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg",5,Lebih dari 1 tahun lalu
I***l,,https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,Lebih dari 1 tahun lalu
L***n,"di semprotan pertama lebih berasa orange rempah segar, 30 menit kemudian agak woody rempah spicy. Love it.","https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg, https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg, https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg",5,Lebih dari 1 tahun lalu
Amin,"Wanggi nya sukaa, brand lokal bikin salfokkk ğŸ˜‚",,5,Lebih dari 1 tahun lalu
Indira,"Dapet free vial Batavia! Milih Sumba karena baunya ga berakhiran ""soapy"" kayak 2 wangi lainnya di trial kit - sebenernya semua wangi cocok tp untuk 2 varian lainn...",https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,Lebih dari 1 tahun lalu
Vicky,"Warmth from Spicesâ€¦ calming yet mood booster, nice ğŸ‘ğŸ»ğŸ˜ğŸ‘ğŸ»",https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,Lebih dari 1 tahun lalu
Dwi,"Packagingnya super aman dan pengirimannya cepat no drama2â€¦ Soal kualitas udah pernah nyoba yang travel size jadi udah pasti suka banget sama wanginya. Isinya banyak, harg...",,5,Lebih dari 1 tahun lalu
I***a,"Wangi nya enak banget, pengiriman cepat & rapi! Barang sampai dengan selamat! Dikasih bonus lagi! Puas bangett belanja disini! ThankyouğŸ’—ğŸ’—ğŸ’—",https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,Lebih dari 1 tahun lalu
B***s,Enak si baunya tp mungkin karna tipenya parfume ya bukan edt jd harus agak banyak gt biar wanginya tahan lama hehe So far so goodd mantabbb ğŸ™ŒğŸ¼,,5,Lebih dari 1 tahun lalu
V***a,"packaging rapih, tdk ada cacat. wangi enak, elegant and fresh. ga bikin pusing. 2x semprot aja udah sangat cukup.",https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,Lebih dari 1 tahun lalu
j***a,,https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,Lebih dari 1 tahun lalu
L***n,"Puas dengan pelayanannya, sesuai request juga untuk bonusnya. Mantap pokoknyağŸ‘ŒğŸ‘Œ",https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,Lebih dari 1 tahun lalu
Widodo,Keren banget dah produk nya. dari packaging nya bagus dan aman.  dapet bonusan juga dari project 1945. terimakasih om.  aroma masih belum dicoba ğŸ’¯ğŸ’¯,https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,Lebih dari 1 tahun lalu
Denmas,mantaaap,,5,Lebih dari 1 tahun lalu
Sardolian,"Parfum Indonesia yang boljug. Sumba aroma rempahnya berasa, gak nyengat, soft, tapi harumnya pas dipake cowo. Kemasan bagus! Semogaproduk Indo makin maju.",,5,Lebih dari 1 tahun lalu
v***o,telah sampai,,5,Lebih dari 1 tahun lalu
D***n,One of a kind! Local pride,https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,Lebih dari 1 tahun lalu
abdul,"Wanginya sih enak banget, body heat active juga. Cocok buat ningkatin mood di siang hari yg panas",,5,Lebih dari 1 tahun lalu
Muhammad,"Barang sangat2 berkualitas , mulai dari packaging yang sangat kokoh , design kelihatan mewah , dan harga terjangkau , dapat voucher potongan harga , dan yang paling utma adalah produk indonesia , sangat2 recomended .","https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg, https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg, https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg",5,Lebih dari 1 tahun lalu
D***I,"Habis nyoba exploration kit, langsung beli full size karena cocok sama wanginya. Nilai plus, desain boksnya cakep.",https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,Lebih dari 1 tahun lalu
U***y,"Bangun tidur, buka toktok ada yang review parfum ini. Blind buy aja langsung beli tanpa baca, mantap!","https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg, https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg",5,Lebih dari 1 tahun lalu
F***n,"worth it banget untuk harga segini, sprayer nya bagus banget, packaging kotak nya jg ga murahan, di tambah pas pertama kali make jg langsung dpt compliment dari orang, mu...",,5,Lebih dari 1 tahun lalu
abdul,"Wanginya sih enak banget, body heat active juga. Cocok buat ningkatin mood di siang hari yg panas",,5,Lebih dari 1 tahun lalu
Muhammad,"Barang sangat2 berkualitas , mulai dari packaging yang sangat kokoh , design kelihatan mewah , dan harga terjangkau , dapat voucher potongan harga , dan yang paling utma adalah produk indonesia , sangat2 recomended .","https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg, https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg, https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg",5,Lebih dari 1 tahun lalu
B***n,New fav scent since it reminded me of what I usually use back then (and it got discontinued).,https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,Lebih dari 1 tahun lalu
A***y,"All 3 is has a good scent, couldnt decide which one i wanted full size. Finally ended up with Sumba. Well done! Highly recommended",,5,Lebih dari 1 tahun lalu
